Entry.name	Entry (UniProtAC)	Protein Name	Gene names
PSB5_HUMAN	REV_CON__P28074	Proteasome subunit beta type-5 (EC 3.4.25.1) (Macropain epsilon chain) (Multicatalytic endopeptidase complex epsilon chain) (Proteasome chain 6) (Proteasome epsilon chain) (Proteasome subunit MB1) (Proteasome subunit X)	
PSME3_HUMAN	REV_CON__P61289	Proteasome activator complex subunit 3 (11S regulator complex subunit gamma) (REG-gamma) (Activator of multicatalytic protease subunit 3) (Ki nuclear autoantigen) (Proteasome activator 28 subunit gamma) (PA28g) (PA28gamma)	
PSB7_HUMAN	REV_CON__Q99436	Proteasome subunit beta type-7 (EC 3.4.25.1) (Macropain chain Z) (Multicatalytic endopeptidase complex chain Z) (Proteasome subunit Z)	
TBA8_HUMAN	REV_CON__Q9NY65	Tubulin alpha-8 chain (EC 3.6.5.-) (Alpha-tubulin 8) (Tubulin alpha chain-like 2) [Cleaved into: Dephenylalaninated tubulin alpha-8 chain]	
TBA3C_HUMAN	REV_CON__P0DPH7	Tubulin alpha-3C chain (EC 3.6.5.-) (Alpha-tubulin 2) (Alpha-tubulin 3C) (Tubulin alpha-2 chain) [Cleaved into: Detyrosinated tubulin alpha-3C chain]	
TBA3D_HUMAN	REV_CON__P0DPH8	Tubulin alpha-3D chain (EC 3.6.5.-) (Alpha-tubulin 3D) [Cleaved into: Detyrosinated tubulin alpha-3D chain]	
TBA3E_HUMAN	REV_CON__Q6PEY2	Tubulin alpha-3E chain (EC 3.6.5.-) (Alpha-tubulin 3E) [Cleaved into: Detyrosinated tubulin alpha-3E chain]	
TBA4A_HUMAN	REV_CON__P68366	Tubulin alpha-4A chain (EC 3.6.5.-) (Alpha-tubulin 1) (Testis-specific alpha-tubulin) (Tubulin H2-alpha) (Tubulin alpha-1 chain)	
TBA1A_HUMAN	REV_CON__Q71U36	Tubulin alpha-1A chain (EC 3.6.5.-) (Alpha-tubulin 3) (Tubulin B-alpha-1) (Tubulin alpha-3 chain) [Cleaved into: Detyrosinated tubulin alpha-1A chain]	
TBA1C_HUMAN	REV_CON__Q9BQE3	Tubulin alpha-1C chain (EC 3.6.5.-) (Alpha-tubulin 6) (Tubulin alpha-6 chain) [Cleaved into: Detyrosinated tubulin alpha-1C chain]	
TBAL3_HUMAN	REV_CON__A6NHL2	Tubulin alpha chain-like 3 (EC 3.6.5.-)	
TBB4A_HUMAN	REV_CON__P04350	Tubulin beta-4A chain (Tubulin 5 beta) (Tubulin beta-4 chain)	
TBB2A_HUMAN	REV_CON__Q13885	Tubulin beta-2A chain (Tubulin beta class IIa)	
TBB3_HUMAN	REV_CON__Q13509	Tubulin beta-3 chain (Tubulin beta-4 chain) (Tubulin beta-III)	
TBB4B_HUMAN	REV_CON__P68371	Tubulin beta-4B chain (Tubulin beta-2 chain) (Tubulin beta-2C chain)	
TBB1_HUMAN	REV_CON__Q9H4B7	Tubulin beta-1 chain	
TBB6_HUMAN	REV_CON__Q9BUF5	Tubulin beta-6 chain (Tubulin beta class V)	
TBB5_HUMAN	REV_CON__P07437	Tubulin beta chain (Tubulin beta-5 chain)	
TBB2B_HUMAN	REV_CON__Q9BVA1	Tubulin beta-2B chain	
TBB8_HUMAN	REV_CON__Q3ZCM7	Tubulin beta-8 chain (Tubulin beta 8 class VIII)	
ACTG_HUMAN	REV_CON__P63261	"Actin, cytoplasmic 2 (EC 3.6.4.-) (Gamma-actin) [Cleaved into: Actin, cytoplasmic 2, N-terminally processed]"	
ACTB_HUMAN	REV_CON__P60709	"Actin, cytoplasmic 1 (EC 3.6.4.-) (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]"	
ACTC_HUMAN	REV_CON__P68032	"Actin, alpha cardiac muscle 1 (EC 3.6.4.-) (Alpha-cardiac actin) [Cleaved into: Actin, alpha cardiac muscle 1, intermediate form]"	
ACTS_HUMAN	REV_CON__P68133	"Actin, alpha skeletal muscle (EC 3.6.4.-) (Alpha-actin-1) [Cleaved into: Actin, alpha skeletal muscle, intermediate form]"	
ACTN4_HUMAN	REV_CON__O43707	Alpha-actinin-4 (Non-muscle alpha-actinin 4)	
ACTN1_HUMAN	REV_CON__P12814	Alpha-actinin-1 (Alpha-actinin cytoskeletal isoform) (F-actin cross-linking protein) (Non-muscle alpha-actinin-1)	
K1H1_MOUSE	REV_CON__Q61765	"Keratin, type I cuticular Ha1 (HKA-1) (Hair keratin, type I Ha1) (Keratin-31) (K31)"	
SPA34_BOVIN	REV_CON__A2I7N0	Serpin A3-4	
SPA35_BOVIN	REV_CON__A2I7N1	Serpin A3-5	
SPA37_BOVIN	REV_CON__A2I7N3	Serpin A3-7	
K1C39_MOUSE	REV_CON__Q6IFX4	"Keratin, type I cytoskeletal 39 (Cytokeratin-39) (CK-39) (Keratin-39) (K39) (Type I hair keratin Ka35)"	
DMKN_HUMAN	REV_CON__Q6E0U4	Dermokine (Epidermis-specific secreted protein SK30/SK89)	
DMKN_HUMAN	REV_CON__Q6E0U4	Dermokine (Epidermis-specific secreted protein SK30/SK89)	
KRT86_HUMAN	REV_CON__O43790	"Keratin, type II cuticular Hb6 (Hair keratin K2.11) (Keratin-86) (K86) (Type II hair keratin Hb6) (Type-II keratin Kb26)"	
KT33A_HUMAN	REV_CON__O76009	"Keratin, type I cuticular Ha3-I (Hair keratin, type I Ha3-I) (Keratin-33A) (K33A)"	
KRT34_HUMAN	REV_CON__O76011	"Keratin, type I cuticular Ha4 (Hair keratin, type I Ha4) (Keratin-34) (K34)"	
KRT36_HUMAN	REV_CON__O76013	"Keratin, type I cuticular Ha6 (Hair keratin, type I Ha6) (Keratin-36) (K36)"	
KRT38_HUMAN	REV_CON__O76015	"Keratin, type I cuticular Ha8 (Hair keratin, type I Ha8) (Keratin-38) (K38)"	
K2C75_HUMAN	REV_CON__O95678	"Keratin, type II cytoskeletal 75 (Cytokeratin-75) (CK-75) (Keratin-6 hair follicle) (hK6hf) (Keratin-75) (K75) (Type II keratin-K6hf) (Type-II keratin Kb18)"	
THRB_HUMAN	REV_CON__P00734	Prothrombin (EC 3.4.21.5) (Coagulation factor II) [Cleaved into: Activation peptide fragment 1; Activation peptide fragment 2; Thrombin light chain; Thrombin heavy chain]	
THRB_BOVIN	REV_CON__P00735	Prothrombin (EC 3.4.21.5) (Coagulation factor II) [Cleaved into: Activation peptide fragment 1; Activation peptide fragment 2; Thrombin light chain; Thrombin heavy chain]	
PLMN_HUMAN	REV_CON__P00747	"Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Angiostatin; Plasmin heavy chain A, short form; Plasmin light chain B]"	
TRYP_PIG	REV_CON__P00761	Trypsin (EC 3.4.21.4)	
CTRA_BOVIN	REV_CON__P00766	Chymotrypsinogen A (EC 3.4.21.1) [Cleaved into: Chymotrypsin A chain A; Chymotrypsin A chain B; Chymotrypsin A chain C]	
AMBP_BOVIN	REV_CON__P00978	Protein AMBP [Cleaved into: Alpha-1-microglobulin (EC 1.6.2.-); Inter-alpha-trypsin inhibitor light chain (ITI-LC) (BI-14) (Bikunin) (Cumulus extracellular matrix-stabilizing factor) (ESF) (HI-30); Trypstatin]	
ANT3_HUMAN	REV_CON__P01008	Antithrombin-III (ATIII) (Serpin C1)	
A2MG_HUMAN	REV_CON__P01023	Alpha-2-macroglobulin (Alpha-2-M) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 5)	
CO4_BOVIN	REV_CON__P01030	Complement C4 [Cleaved into: Complement C4 alpha chain; C4a anaphylatoxin; Complement C4 gamma chain]	
CO5_HUMAN	REV_CON__P01031	Complement C5 (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 4) [Cleaved into: Complement C5 beta chain; Complement C5 alpha chain; C5a anaphylatoxin; Complement C5 alpha' chain]	
KNG1_BOVIN	REV_CON__P01044	Kininogen-1 (Kininogen I) (Thiol proteinase inhibitor) [Cleaved into: Kininogen-1 heavy chain; Bradykinin (Kallidin I); Lysyl-bradykinin (Kallidin II); Kininogen-1 light chain]	
KNG2_BOVIN	REV_CON__P01045	Kininogen-2 (Kininogen II) (Thiol proteinase inhibitor) [Cleaved into: Kininogen-2 heavy chain; Bradykinin (Kallidin I); Lysyl-bradykinin (Kallidin II); Kininogen-2 light chain]	
HBA_BOVIN	REV_CON__P01966	Hemoglobin subunit alpha (Alpha-globin) (Hemoglobin alpha chain) [Cleaved into: Hemopressin]	
HBAZ_HUMAN	REV_CON__P02008	Hemoglobin subunit zeta (HBAZ) (Hemoglobin zeta chain) (Zeta-globin)	
HBB_BOVIN	REV_CON__P02070	Hemoglobin subunit beta (Beta-globin) (Hemoglobin beta chain) [Cleaved into: Spinorphin]	
CO3A1_HUMAN	REV_CON__P02461	Collagen alpha-1(III) chain	
K1C14_HUMAN	REV_CON__P02533	"Keratin, type I cytoskeletal 14 (Cytokeratin-14) (CK-14) (Keratin-14) (K14)"	
K1C10_MOUSE	REV_CON__P02535	"Keratin, type I cytoskeletal 10 (56 kDa cytokeratin) (Cytokeratin-10) (CK-10) (Keratin, type I cytoskeletal 59 kDa) (Keratin-10) (K10)"	
K2C6A_HUMAN	REV_CON__P02538	"Keratin, type II cytoskeletal 6A (Cytokeratin-6A) (CK-6A) (Cytokeratin-6D) (CK-6D) (Keratin-6A) (K6A) (Type-II keratin Kb6) (allergen Hom s 5)"	
PROF1_BOVIN	REV_CON__P02584	Profilin-1 (Profilin I)	
APOA1_HUMAN	REV_CON__P02647	Apolipoprotein A-I (Apo-AI) (ApoA-I) (Apolipoprotein A1) [Cleaved into: Proapolipoprotein A-I (ProapoA-I); Truncated apolipoprotein A-I (Apolipoprotein A-I(1-242))]	
APOE_HUMAN	REV_CON__P02649	Apolipoprotein E (Apo-E)	
CASA1_BOVIN	REV_CON__P02662	Alpha-S1-casein (allergen Bos d 8) [Cleaved into: Antioxidant peptide]	
CASA2_BOVIN	REV_CON__P02663	Alpha-S2-casein [Cleaved into: Casocidin-1 (Casocidin-I)]	
CASB_BOVIN	REV_CON__P02666	Beta-casein [Cleaved into: Casoparan; Antioxidant peptide; Casohypotensin]	
CASK_BOVIN	REV_CON__P02668	Kappa-casein [Cleaved into: Casoxin-C; Casoxin-6; Casoxin-A; Casoxin-B; Casoplatelin]	
FIBA_HUMAN	REV_CON__P02671	Fibrinogen alpha chain [Cleaved into: Fibrinopeptide A; Fibrinogen alpha chain]	
FIBA_BOVIN	REV_CON__P02672	Fibrinogen alpha chain [Cleaved into: Fibrinopeptide A; Fibrinogen alpha chain]	
FIBB_HUMAN	REV_CON__P02675	Fibrinogen beta chain [Cleaved into: Fibrinopeptide B; Fibrinogen beta chain]	
FIBB_BOVIN	REV_CON__P02676	Fibrinogen beta chain [Cleaved into: Fibrinopeptide B; Fibrinogen beta chain]	
CO9_HUMAN	REV_CON__P02748	Complement component C9 [Cleaved into: Complement component C9a; Complement component C9b]	
LACB_BOVIN	REV_CON__P02754	Beta-lactoglobulin (Beta-LG) (allergen Bos d 5)	
FETUA_HUMAN	REV_CON__P02765	Alpha-2-HS-glycoprotein (Alpha-2-Z-globulin) (Ba-alpha-2-glycoprotein) (Fetuin-A) [Cleaved into: Alpha-2-HS-glycoprotein chain A; Alpha-2-HS-glycoprotein chain B]	
ALBU_HUMAN	REV_CON__P02768	Albumin	
ALBU_HUMAN	REV_CON__P02768	Albumin	
ALBU_BOVIN	REV_CON__P02769	Albumin (BSA) (allergen Bos d 6)	
FETA_HUMAN	REV_CON__P02771	Alpha-fetoprotein (Alpha-1-fetoprotein) (Alpha-fetoglobulin)	
MT2_HUMAN	REV_CON__P02795	Metallothionein-2 (MT-2) (Metallothionein-2A) (Metallothionein-II) (MT-II)	
VTNC_HUMAN	REV_CON__P04004	Vitronectin (VN) (S-protein) (Serum-spreading factor) (V75) [Cleaved into: Vitronectin V65 subunit; Vitronectin V10 subunit; Somatomedin-B]	
CO3A1_BOVIN	REV_CON__P04258	Collagen alpha-1(III) chain	
K2C1_HUMAN	REV_CON__P04264	"Keratin, type II cytoskeletal 1 (67 kDa cytokeratin) (Cytokeratin-1) (CK-1) (Hair alpha protein) (Keratin-1) (K1) (Type-II keratin Kb1)"	
AMY1A_HUMAN	REV_CON__P0DUB6	"Alpha-amylase 1A (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase 1) (Salivary alpha-amylase)"	
AMY1B_HUMAN	REV_CON__P0DTE7	Alpha-amylase 1B (EC 3.2.1.1)	
AMY1C_HUMAN	REV_CON__P0DTE8	Alpha-amylase 1C (EC 3.2.1.1)	
TETN_HUMAN	REV_CON__P05452	Tetranectin (TN) (C-type lectin domain family 3 member B) (Plasminogen kringle 4-binding protein)	
THBG_HUMAN	REV_CON__P05543	Thyroxine-binding globulin (Serpin A7) (T4-binding globulin)	
HEP2_HUMAN	REV_CON__P05546	Heparin cofactor 2 (Heparin cofactor II) (HC-II) (Protease inhibitor leuserpin-2) (HLS2) (Serpin D1)	
K1C18_MOUSE	REV_CON__P05784	"Keratin, type I cytoskeletal 18 (Cytokeratin endo B) (Keratin D) (Cytokeratin-18) (CK-18) (Keratin-18) (K18)"	
K2C8_HUMAN	REV_CON__P05787	"Keratin, type II cytoskeletal 8 (Cytokeratin-8) (CK-8) (Keratin-8) (K8) (Type-II keratin Kb8)"	
GELS_HUMAN	REV_CON__P06396	Gelsolin (AGEL) (Actin-depolymerizing factor) (ADF) (Brevin)	
PLMN_BOVIN	REV_CON__P06868	"Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Plasmin heavy chain A, short form; Plasmin light chain B]"	
PROS_BOVIN	REV_CON__P07224	Vitamin K-dependent protein S	
TRY1_HUMAN	REV_CON__P07477	Serine protease 1 (EC 3.4.21.4) (Anionic trypsin I) (Anionic trypsin-I) (Beta-trypsin) (Cationic trypsinogen) (Pretrypsinogen I) (Trypsin I) (Trypsin-1) [Cleaved into: Alpha-trypsin chain 1; Alpha-trypsin chain 2]	
PROF1_HUMAN	REV_CON__P07737	Profilin-1 (Epididymis tissue protein Li 184a) (Profilin I)	
K1C19_HUMAN	REV_CON__P08727	"Keratin, type I cytoskeletal 19 (Cytokeratin-19) (CK-19) (Keratin-19) (K19)"	
K2C7_HUMAN	REV_CON__P08729	"Keratin, type II cytoskeletal 7 (Cytokeratin-7) (CK-7) (Keratin-7) (K7) (Sarcolectin) (Type-II keratin Kb7)"	
K1C13_MOUSE	REV_CON__P08730	"Keratin, type I cytoskeletal 13 (47 kDa cytokeratin) (Cytokeratin-13) (CK-13) (Keratin-13) (K13)"	
K1C16_HUMAN	REV_CON__P08779	"Keratin, type I cytoskeletal 16 (Cytokeratin-16) (CK-16) (Keratin-16) (K16)"	
CO4A_HUMAN	REV_CON__P0C0L4	Complement C4-A (Acidic complement C4) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 2) [Cleaved into: Complement C4 beta chain; Complement C4-A alpha chain; C4a anaphylatoxin; C4b-A; C4d-A; Complement C4 gamma chain]	
OSTP_HUMAN	REV_CON__P10451	Osteopontin (Bone sialoprotein 1) (Nephropontin) (Secreted phosphoprotein 1) (SPP-1) (Urinary stone protein) (Uropontin)	
K2C3_HUMAN	REV_CON__P12035	"Keratin, type II cytoskeletal 3 (65 kDa cytokeratin) (Cytokeratin-3) (CK-3) (Keratin-3) (K3) (Type-II keratin Kb3)"	
FA5_HUMAN	REV_CON__P12259	"Coagulation factor V (Activated protein C cofactor) (Proaccelerin, labile factor) [Cleaved into: Coagulation factor V heavy chain; Coagulation factor V light chain]"	
FETUA_BOVIN	REV_CON__P12763	Alpha-2-HS-glycoprotein (Asialofetuin) (Fetuin-A)	
K1C10_HUMAN	REV_CON__P13645	"Keratin, type I cytoskeletal 10 (Cytokeratin-10) (CK-10) (Keratin-10) (K10)"	
K1C13_HUMAN	REV_CON__P13646	"Keratin, type I cytoskeletal 13 (Cytokeratin-13) (CK-13) (Keratin-13) (K13)"	
K1C13_HUMAN	REV_CON__P13646	"Keratin, type I cytoskeletal 13 (Cytokeratin-13) (CK-13) (Keratin-13) (K13)"	
K2C5_HUMAN	REV_CON__P13647	"Keratin, type II cytoskeletal 5 (58 kDa cytokeratin) (Cytokeratin-5) (CK-5) (Keratin-5) (K5) (Type-II keratin Kb5)"	
CBPN_HUMAN	REV_CON__P15169	Carboxypeptidase N catalytic chain (CPN) (EC 3.4.17.3) (Anaphylatoxin inactivator) (Arginine carboxypeptidase) (Carboxypeptidase N polypeptide 1) (Carboxypeptidase N small subunit) (Kininase-1) (Lysine carboxypeptidase) (Plasma carboxypeptidase B) (Serum carboxypeptidase N) (SCPN)	
APOA1_BOVIN	REV_CON__P15497	Apolipoprotein A-I (Apo-AI) (ApoA-I) (Apolipoprotein A1) [Cleaved into: Proapolipoprotein A-I (ProapoA-I); Truncated apolipoprotein A-I]	
CLUS_BOVIN	REV_CON__P17697	Clusterin (Glycoprotein III) (GpIII) [Cleaved into: Clusterin beta chain; Clusterin alpha chain]	
K1C19_MOUSE	REV_CON__P19001	"Keratin, type I cytoskeletal 19 (Cytokeratin-19) (CK-19) (Keratin-19) (K19)"	
K1C15_HUMAN	REV_CON__P19012	"Keratin, type I cytoskeletal 15 (Cytokeratin-15) (CK-15) (Keratin-15) (K15)"	
K2C4_HUMAN	REV_CON__P19013	"Keratin, type II cytoskeletal 4 (Cytokeratin-4) (CK-4) (Keratin-4) (K4) (Type-II keratin Kb4)"	
ITIH2_HUMAN	REV_CON__P19823	Inter-alpha-trypsin inhibitor heavy chain H2 (ITI heavy chain H2) (ITI-HC2) (Inter-alpha-inhibitor heavy chain 2) (Inter-alpha-trypsin inhibitor complex component II) (Serum-derived hyaluronan-associated protein) (SHAP)	
ITIH1_HUMAN	REV_CON__P19827	Inter-alpha-trypsin inhibitor heavy chain H1 (ITI heavy chain H1) (ITI-HC1) (Inter-alpha-inhibitor heavy chain 1) (Inter-alpha-trypsin inhibitor complex component III) (Serum-derived hyaluronan-associated protein) (SHAP)	
AMY2B_HUMAN	REV_CON__P19961	"Alpha-amylase 2B (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase 2B) (Carcinoid alpha-amylase)"	
FILA_HUMAN	REV_CON__P20930	Filaggrin	
FBLN1_HUMAN	REV_CON__P23142	Fibulin-1 (FIBL-1)	
A2AP_BOVIN	REV_CON__P28800	Alpha-2-antiplasmin (Alpha-2-AP) (Alpha-2-plasmin inhibitor) (Alpha-2-PI) (Serpin F2)	
OSTP_BOVIN	REV_CON__P31096	Osteopontin (Bone sialoprotein 1) (Secreted phosphoprotein 1) (SPP-1)	
A1AT_BOVIN	REV_CON__P34955	Alpha-1-antiproteinase (Alpha-1-antitrypsin) (Alpha-1-proteinase inhibitor) (Serpin A1)	
TSP2_HUMAN	REV_CON__P35442	Thrombospondin-2	
K1C9_HUMAN	REV_CON__P35527	"Keratin, type I cytoskeletal 9 (Cytokeratin-9) (CK-9) (Keratin-9) (K9)"	
K1C20_HUMAN	REV_CON__P35900	"Keratin, type I cytoskeletal 20 (Cytokeratin-20) (CK-20) (Keratin-20) (K20) (Protein IT)"	
PEDF_HUMAN	REV_CON__P36955	Pigment epithelium-derived factor (PEDF) (Cell proliferation-inducing gene 35 protein) (EPC-1) (Serpin F1)	
ANT3_BOVIN	REV_CON__P41361	Antithrombin-III (ATIII) (Serpin C1)	
K2C6C_HUMAN	REV_CON__P48668	"Keratin, type II cytoskeletal 6C (Cytokeratin-6C) (CK-6C) (Cytokeratin-6E) (CK-6E) (Keratin K6h) (Keratin-6C) (K6C) (Type-II keratin Kb12)"	
TSP3_HUMAN	REV_CON__P49746	Thrombospondin-3	
COMP_HUMAN	REV_CON__P49747	Cartilage oligomeric matrix protein (COMP) (Thrombospondin-5) (TSP5)	
K2C6A_MOUSE	REV_CON__P50446	"Keratin, type II cytoskeletal 6A (Cytokeratin-6A) (CK-6A) (Keratin-6-alpha) (mK6-alpha) (Keratin-6A) (K6A)"	
F12AI_BOVIN	REV_CON__P50448	Factor XIIa inhibitor (XIIaINH)	
LUM_HUMAN	REV_CON__P51884	Lumican (Keratan sulfate proteoglycan lumican) (KSPG lumican)	
HBA_HUMAN	REV_CON__P69905	Hemoglobin subunit alpha (Alpha-globin) (Hemoglobin alpha chain) [Cleaved into: Hemopressin]	
KRT83_HUMAN	REV_CON__P78385	"Keratin, type II cuticular Hb3 (Hair keratin K2.10) (Keratin-83) (K83) (Type II hair keratin Hb3) (Type-II keratin Kb23)"	
KRT85_HUMAN	REV_CON__P78386	"Keratin, type II cuticular Hb5 (Hair keratin K2.12) (Keratin-85) (K85) (Type II hair keratin Hb5) (Type-II keratin Kb25)"	
MT1X_HUMAN	REV_CON__P80297	Metallothionein-1X (MT-1X) (Metallothionein-IX) (MT-IX)	
APOA2_BOVIN	REV_CON__P81644	Apolipoprotein A-II (Apo-AII) (ApoA-II) (Antimicrobial peptide BAMP-1) (Apolipoprotein A2) [Cleaved into: Proapolipoprotein A-II (ProapoA-II); Truncated apolipoprotein A-II (Apolipoprotein A-II(1-76))]	
K22O_HUMAN	REV_CON__Q01546	"Keratin, type II cytoskeletal 2 oral (Cytokeratin-2P) (CK-2P) (K2P) (Keratin-76) (K76) (Type-II keratin Kb9)"	
APOE_BOVIN	REV_CON__Q03247	Apolipoprotein E (Apo-E)	
K1C17_HUMAN	REV_CON__Q04695	"Keratin, type I cytoskeletal 17 (39.1) (Cytokeratin-17) (CK-17) (Keratin-17) (K17)"	
LUM_BOVIN	REV_CON__Q05443	Lumican (Corneal keratan sulfate proteoglycan 37B core protein) (Keratan sulfate proteoglycan) (KSPG)	
Q05B55_BOVIN	REV_CON__Q05B55	IGK protein	
ITIH3_HUMAN	REV_CON__Q06033	Inter-alpha-trypsin inhibitor heavy chain H3 (ITI heavy chain H3) (ITI-HC3) (Inter-alpha-inhibitor heavy chain 3) (Serum-derived hyaluronan-associated protein) (SHAP)	
TRFE_BOVIN	REV_CON__Q29443	Serotransferrin (Transferrin) (Beta-1 metal-binding globulin) (Siderophilin)	
ITIH3_BOVIN	REV_CON__P56652	Inter-alpha-trypsin inhibitor heavy chain H3 (ITI heavy chain H3) (ITI-HC3) (Inter-alpha-inhibitor heavy chain 3)	
K2C80_MOUSE	REV_CON__Q0VBK2	"Keratin, type II cytoskeletal 80 (Cytokeratin-80) (CK-80) (Keratin-80) (K80) (Type-II keratin Kb20)"	
ITIH1_BOVIN	REV_CON__Q0VCM5	Inter-alpha-trypsin inhibitor heavy chain H1 (ITI heavy chain H1) (ITI-HC1) (Inter-alpha-inhibitor heavy chain 1)	
KT33B_HUMAN	REV_CON__Q14525	"Keratin, type I cuticular Ha3-II (Hair keratin, type I Ha3-II) (Keratin-33B) (K33B)"	
K1H2_HUMAN	REV_CON__Q14532	"Keratin, type I cuticular Ha2 (Hair keratin, type I Ha2) (Keratin-32) (K32)"	
KRT81_HUMAN	REV_CON__Q14533	"Keratin, type II cuticular Hb1 (Hair keratin K2.9) (Keratin, hair, basic, 1) (Keratin-81) (K81) (Metastatic lymph node 137 gene protein) (MLN 137) (Type II hair keratin Hb1) (Type-II keratin Kb21) (ghHKb1) (ghHb1)"	
ITIH4_HUMAN	REV_CON__Q14624	Inter-alpha-trypsin inhibitor heavy chain H4 (ITI heavy chain H4) (ITI-HC4) (Inter-alpha-inhibitor heavy chain 4) (Inter-alpha-trypsin inhibitor family heavy chain-related protein) (IHRP) (Plasma kallikrein sensitive glycoprotein 120) (Gp120) (PK-120) [Cleaved into: 70 kDa inter-alpha-trypsin inhibitor heavy chain H4; 35 kDa inter-alpha-trypsin inhibitor heavy chain H4]	
K1C28_BOVIN	REV_CON__Q148H6	"Keratin, type I cytoskeletal 28 (Cytokeratin-28) (CK-28) (Keratin-28) (K28) (Type I inner root sheath-specific keratin-K25irs4)"	
K2C72_HUMAN	REV_CON__Q14CN4	"Keratin, type II cytoskeletal 72 (Cytokeratin-72) (CK-72) (Keratin-72) (K72) (Type II inner root sheath-specific keratin-K6irs2) (Type-II keratin Kb35)"	
POSTN_HUMAN	REV_CON__Q15063	Periostin (PN) (Osteoblast-specific factor 2) (OSF-2)	
K1H1_HUMAN	REV_CON__Q15323	"Keratin, type I cuticular Ha1 (Hair keratin, type I Ha1) (Keratin-31) (K31)"	
ITSN1_HUMAN	REV_CON__Q15811	Intersectin-1 (SH3 domain-containing protein 1A) (SH3P17)	
Q1A7A4_BOVIN	REV_CON__Q1A7A4	Complement component C5a	
Q1RMN8_BOVIN	REV_CON__Q1RMN8	"Immunoglobulin light chain, lambda gene cluster"	
C4BPA_BOVIN	REV_CON__Q28065	C4b-binding protein alpha chain (C4bp)	
CFAH_BOVIN	REV_CON__Q28085	Complement factor H (H factor 1)	
FA5_BOVIN	REV_CON__Q28107	Coagulation factor V (Activated protein C cofactor) [Cleaved into: Coagulation factor V heavy chain; Coagulation factor V light chain]	
Q28194_BOVIN	REV_CON__Q28194	Thrombospondin-1	
TRFE_BOVIN	REV_CON__Q29443	Serotransferrin (Transferrin) (Beta-1 metal-binding globulin) (Siderophilin)	
CO7_BOVIN	REV_CON__Q29RQ1	Complement component C7	
Q2KIF2_BOVIN	REV_CON__Q2KIF2	Leucine-rich alpha-2-glycoprotein 1	
CBPB2_BOVIN	REV_CON__Q2KIG3	Carboxypeptidase B2 (EC 3.4.17.20) (Carboxypeptidase U) (CPU) (Plasma carboxypeptidase B) (pCPB) (Thrombin-activable fibrinolysis inhibitor) (TAFI)	
